Record Length,20000,Points,-799.999979790E-6,3.20000005,
Sample Interval,79.999999514E-9,s,-799.920002464E-6,3.20000005,
Trigger Point,10.0000003E3,Samples,-799.839966930E-6,3.20000005,
,,,-799.759989604E-6,1.6000000,
,,,-799.679954071E-6,1.6000000,
,,,-799.599976745E-6,3.20000005,
Source,CH1,,-799.519999418E-6,1.6000000,
Vertical Units,V,,-799.439963885E-6,1.6000000,
Vertical Scale,40.00000060,,-799.359986559E-6,1.6000000,
Vertical Offset,0,,-799.279951025E-6,3.20000005,
Horizontal Units,s,,-799.199973699E-6,3.20000005,
Horizontal Scale,159.99999903E-6,,-799.119996373E-6,1.6000000,
Pt Fmt,Y,,-799.039960839E-6,1.6000000,
Yzero,-3.00000000,,-798.959983513E-6,1.6000000,
,,,-798.880006187E-6,1.6000000,
,,,-798.799970653E-6,1.6000000,
Note,TBS1202C - 1:31:11 PM   5/23/2024,,-798.719993327E-6,3.20000005,
,,,-798.639957793E-6,3.20000005,
,,,-798.559980467E-6,1.6000000,
,,,-798.480003141E-6,1.6000000,
,,,-798.399967607E-6,1.6000000,
,,,-798.319990281E-6,1.6000000,
,,,-798.239954747E-6,1.6000000,
,,,-798.159977421E-6,3.20000005,
,,,-798.080000095E-6,1.6000000,
,,,-797.999964561E-6,1.6000000,
,,,-797.919987235E-6,1.6000000,
,,,-797.839951701E-6,3.20000005,
,,,-797.759974375E-6,3.20000005,
,,,-797.679997049E-6,1.6000000,
,,,-797.599961516E-6,3.20000005,
,,,-797.519984189E-6,1.6000000,
,,,-797.440006863E-6,1.6000000,
,,,-797.359971330E-6,1.6000000,
,,,-797.279994003E-6,1.6000000,
,,,-797.199958470E-6,1.6000000,
,,,-797.119981144E-6,1.6000000,
,,,-797.040003818E-6,1.6000000,
,,,-796.959968284E-6,1.6000000,
,,,-796.879990958E-6,1.6000000,
,,,-796.799955424E-6,1.6000000,
,,,-796.719978098E-6,1.6000000,
,,,-796.640000772E-6,1.6000000,
,,,-796.559965238E-6,1.6000000,
,,,-796.479987912E-6,3.20000005,
,,,-796.399952378E-6,1.6000000,
,,,-796.319975052E-6,3.20000005,
,,,-796.239997726E-6,3.20000005,
,,,-796.159962192E-6,1.6000000,
,,,-796.079984866E-6,3.20000005,
,,,-796.000007540E-6,1.6000000,
,,,-795.919972006E-6,3.20000005,
,,,-795.839994680E-6,1.6000000,
,,,-795.759959146E-6,1.6000000,
,,,-795.679981820E-6,1.6000000,
,,,-795.600004494E-6,3.20000005,
,,,-795.519968960E-6,1.6000000,
,,,-795.439991634E-6,3.20000005,
,,,-795.359956101E-6,1.6000000,
,,,-795.279978774E-6,1.6000000,
,,,-795.200001448E-6,1.6000000,
,,,-795.119965915E-6,1.6000000,
,,,-795.039988589E-6,3.20000005,
,,,-794.959953055E-6,1.6000000,
,,,-794.879975729E-6,3.20000005,
,,,-794.799998403E-6,3.20000005,
,,,-794.719962869E-6,1.6000000,
,,,-794.639985543E-6,1.6000000,
,,,-794.560008217E-6,3.20000005,
,,,-794.479972683E-6,3.20000005,
,,,-794.399995357E-6,3.20000005,
,,,-794.319959823E-6,3.20000005,
