Record Length,20000,Points,-1.5891001E-3,84.000000000,
Sample Interval,159.99999903E-9,s,-1.5889402E-3,80.000000000,
Trigger Point,9.931876216E3,Samples,-1.5887801E-3,80.000000000,
,,,-1.5886201E-3,84.000000000,
,,,-1.5884601E-3,84.000000000,
,,,-1.5883001E-3,84.000000000,
Source,CH1,,-1.5881401E-3,84.000000000,
Vertical Units,V,,-1.5879801E-3,84.000000000,
Vertical Scale,100.0000000,,-1.5878201E-3,84.000000000,
Vertical Offset,0,,-1.5876601E-3,80.000000000,
Horizontal Units,s,,-1.5875001E-3,80.000000000,
Horizontal Scale,319.99999806E-6,,-1.5873401E-3,84.000000000,
Pt Fmt,Y,,-1.5871801E-3,84.000000000,
Yzero,-3.00000000,,-1.5870201E-3,84.000000000,
,,,-1.5868602E-3,80.000000000,
,,,-1.5867001E-3,80.000000000,
Note,TBS1202C - 7:06:17 PM   5/20/2024,,-1.5865401E-3,84.000000000,
,,,-1.5863801E-3,84.000000000,
,,,-1.5862201E-3,84.000000000,
,,,-1.5860602E-3,84.000000000,
,,,-1.5859001E-3,84.000000000,
,,,-1.5857401E-3,84.000000000,
,,,-1.5855801E-3,80.000000000,
,,,-1.5854201E-3,84.000000000,
,,,-1.5852602E-3,84.000000000,
,,,-1.5851001E-3,84.000000000,
,,,-1.5849401E-3,84.000000000,
,,,-1.5847801E-3,84.000000000,
,,,-1.5846201E-3,84.000000000,
,,,-1.5844601E-3,80.000000000,
,,,-1.5843001E-3,84.000000000,
,,,-1.5841401E-3,84.000000000,
,,,-1.5839802E-3,84.000000000,
,,,-1.5838201E-3,84.000000000,
,,,-1.5836601E-3,84.000000000,
,,,-1.5835001E-3,84.000000000,
,,,-1.5833401E-3,84.000000000,
,,,-1.5831802E-3,84.000000000,
,,,-1.5830201E-3,84.000000000,
,,,-1.5828601E-3,84.000000000,
,,,-1.5827001E-3,84.000000000,
,,,-1.5825401E-3,80.000000000,
,,,-1.5823802E-3,80.000000000,
,,,-1.5822201E-3,84.000000000,
,,,-1.5820601E-3,80.000000000,
,,,-1.5819001E-3,84.000000000,
,,,-1.5817401E-3,88.000000000,
,,,-1.5815801E-3,80.000000000,
,,,-1.5814201E-3,80.000000000,
,,,-1.5812601E-3,84.000000000,
,,,-1.5811002E-3,84.000000000,
,,,-1.5809401E-3,80.000000000,
,,,-1.5807801E-3,80.000000000,
,,,-1.5806201E-3,84.000000000,
,,,-1.5804601E-3,80.000000000,
,,,-1.5803002E-3,84.000000000,
,,,-1.5801401E-3,84.000000000,
,,,-1.5799801E-3,80.000000000,
,,,-1.5798201E-3,80.000000000,
,,,-1.5796601E-3,84.000000000,
,,,-1.5795002E-3,88.000000000,
,,,-1.5793401E-3,80.000000000,
,,,-1.5791801E-3,84.000000000,
,,,-1.5790201E-3,80.000000000,
,,,-1.5788601E-3,84.000000000,
,,,-1.5787001E-3,80.000000000,
,,,-1.5785401E-3,84.000000000,
